order_id,user_id,product_id,quantity,amount,date,status
5070,236,P015,1,16546.71,2024-06-08,delivered
5071,245,P078,2,64781.62,2024-12-17,delivered
5073,229,P007,1,3030.05,2025-03-09,delivered
5074,123,P001,3,103583.73,2024-05-13,delivered
5075,183,P095,4,76319.12,2025-03-13,delivered
5076,158,P010,2,76046.02,2024-02-06,delivered
5077,399,P071,2,156352.44,2025-03-16,delivered
5078,122,P040,3,7484.67,2024-02-10,delivered
5079,208,P088,2,1120.24,2024-04-15,delivered
5080,500,P072,4,130447.8,2024-06-07,delivered
5081,543,P021,2,6487.1,2025-02-26,delivered
5082,192,P095,3,57239.34,2025-02-25,delivered
5083,237,P021,1,3243.55,2025-01-26,delivered
5085,280,P040,2,4989.78,2024-08-16,delivered
5086,438,P025,4,101443.48,2024-12-02,delivered
5088,448,P069,3,239859.48,2024-01-29,delivered
5089,550,P034,2,138893.34,2024-09-28,delivered
5090,156,P077,4,281173.56,2024-12-19,delivered
5092,561,P074,2,125225.2,2024-09-17,delivered
5093,463,P056,1,49465.99,2025-06-16,delivered
5094,287,P056,1,49465.99,2024-12-04,delivered
5095,440,P016,3,27127.14,2025-06-03,delivered
5096,442,P053,3,226724.04,2025-02-16,delivered
5099,381,P001,3,103583.73,2024-10-20,delivered
5102,507,P095,2,38159.56,2024-03-27,delivered
5103,364,P085,5,327224.75,2024-12-09,delivered
5104,520,P097,2,36517.68,2024-11-13,delivered
5105,513,P026,2,81256.12,2024-01-26,delivered
5108,354,P052,2,134130.82,2024-05-31,delivered
5109,558,P097,1,18258.84,2025-03-11,delivered
5110,191,P090,5,146901.4,2025-04-20,delivered
5111,386,P032,1,76149.76,2025-04-12,delivered
5114,560,P021,4,12974.2,2025-04-05,delivered
5116,421,P031,3,1484.1,2025-03-26,delivered
5117,466,P037,2,78317.68,2024-10-05,delivered
5118,264,P070,1,3952.14,2024-05-21,delivered
5119,219,P050,2,28508.54,2024-08-07,delivered
5121,132,P027,4,13686.68,2025-02-02,delivered
5125,213,P035,4,145734.84,2025-05-12,delivered
5127,571,P017,5,108264.95,2025-06-30,delivered
5128,565,P051,5,277204.05,2024-01-28,delivered
5129,430,P055,2,79648.52,2025-04-17,delivered
5130,126,P034,4,277786.68,2024-12-01,delivered
5131,333,P042,3,169211.97,2025-01-23,delivered
5133,110,P096,5,149614.1,2024-02-23,delivered
5134,215,P084,1,34903.11,2024-02-11,delivered
5135,587,P032,2,152299.52,2024-01-21,delivered
5136,223,P017,4,86611.96,2024-04-27,delivered
5137,339,P090,3,88140.84,2025-01-12,delivered
5138,411,P078,1,32390.81,2024-06-16,delivered
5140,304,P092,2,111335.66,2024-03-18,delivered
5141,153,P090,3,88140.84,2024-05-03,delivered
5142,278,P069,4,319812.64,2025-01-14,delivered
5144,522,P063,1,17332.44,2025-03-19,delivered
5145,426,P059,2,5055.86,2025-03-21,delivered
5147,324,P094,5,179753.1,2024-10-01,delivered
5149,225,P097,4,73035.36,2025-01-23,delivered
5151,209,P046,3,22808.01,2024-12-14,delivered
5152,551,P077,3,210880.17,2024-01-11,delivered
5153,144,P031,4,1978.8,2025-05-15,delivered
5154,454,P061,4,220772.76,2025-04-03,delivered
5155,148,P038,2,106764.9,2025-02-18,delivered
5157,384,P068,3,157985.52,2025-03-11,delivered
5158,281,P090,4,117521.12,2024-10-04,delivered
5159,229,P030,1,77212.98,2024-07-16,delivered
5160,162,P096,5,149614.1,2024-07-08,delivered
5161,211,P095,4,76319.12,2024-10-10,delivered
5162,152,P025,3,76082.61,2024-08-20,delivered
5163,192,P039,1,11258.14,2025-06-30,delivered
5164,241,P006,1,13492.78,2024-10-26,delivered
5165,427,P097,4,73035.36,2024-04-15,delivered
5168,159,P009,4,212551.92,2025-05-18,delivered
5169,396,P081,1,64646.89,2024-06-04,delivered
5170,516,P073,3,209019.6,2024-03-28,delivered
5172,331,P057,3,208576.53,2025-03-15,delivered
5173,392,P080,1,53440.71,2024-04-11,delivered
5174,421,P028,3,35857.86,2024-03-24,delivered
5175,223,P023,5,181153.5,2024-03-17,delivered
5176,102,P053,4,302298.72,2025-04-26,delivered
5178,137,P088,2,1120.24,2024-09-27,delivered
5179,318,P015,5,82733.55,2024-08-18,delivered
5180,566,P035,2,72867.42,2024-03-14,delivered
5182,164,P060,3,223448.4,2025-02-16,delivered
5183,357,P070,4,15808.56,2025-03-24,delivered
5184,407,P006,4,53971.12,2024-11-26,delivered
5185,114,P012,2,128946.1,2024-01-22,delivered
5189,271,P042,1,56403.99,2024-06-13,delivered
5192,146,P041,3,74110.8,2024-11-27,delivered
5193,597,P099,4,193262.16,2025-06-10,delivered
5194,437,P070,4,15808.56,2025-02-27,delivered
5196,490,P007,2,6060.1,2024-09-30,delivered
5197,575,P037,4,156635.36,2025-05-11,delivered
5198,115,P081,5,323234.45,2024-09-02,delivered
5199,260,P071,1,78176.22,2025-02-21,delivered
5200,216,P015,4,66186.84,2024-04-30,delivered
5201,356,P092,3,167003.49,2025-06-05,delivered
5203,383,P019,4,170161.8,2024-07-14,delivered
5204,543,P009,3,159413.94,2025-02-28,delivered
5205,579,P065,3,94709.31,2024-01-03,delivered
5206,472,P039,5,56290.7,2025-05-16,delivered
5207,329,P069,4,319812.64,2024-12-19,delivered
5210,220,P100,4,213960.8,2024-02-14,delivered
5211,482,P061,4,220772.76,2025-01-30,delivered
5212,354,P005,2,26893.3,2025-05-29,delivered
5214,108,P093,2,62291.58,2025-02-23,delivered
5217,589,P041,4,98814.4,2024-02-06,delivered
5218,221,P081,3,193940.67,2024-08-20,delivered
5219,323,P013,1,46869.81,2025-03-30,delivered
5220,456,P039,1,11258.14,2024-02-17,delivered
5221,508,P008,3,176815.56,2025-01-02,delivered
5223,390,P088,2,1120.24,2024-06-23,delivered
5226,427,P033,4,204662.72,2024-09-18,delivered
5227,561,P060,3,223448.4,2024-06-10,delivered
5229,454,P033,4,204662.72,2024-11-05,delivered
5231,393,P046,5,38013.35,2024-10-29,delivered
5232,112,P085,4,261779.8,2024-10-08,delivered
5233,390,P088,1,560.12,2025-05-23,delivered
5234,498,P030,5,386064.9,2024-12-26,delivered
5235,426,P025,5,126804.35,2024-09-13,delivered
5237,118,P075,3,136213.8,2024-05-14,delivered
5238,566,P038,3,160147.35,2025-03-01,delivered
5239,203,P017,5,108264.95,2025-01-09,delivered
5240,526,P022,3,29569.74,2025-05-08,delivered
5241,483,P044,1,53907.25,2025-04-24,delivered
5242,173,P097,2,36517.68,2025-02-10,delivered
5243,147,P051,1,55440.81,2024-09-27,delivered
5244,333,P048,3,106666.92,2025-01-25,delivered
5245,156,P087,2,87209.36,2025-04-27,delivered
5246,418,P072,3,97835.85,2024-08-14,delivered
5247,426,P060,3,223448.4,2025-02-22,delivered
5250,333,P048,5,177778.2,2025-03-05,delivered
5252,581,P036,1,41296.12,2025-01-14,delivered
5253,328,P057,2,139051.02,2025-01-06,delivered
5254,452,P048,5,177778.2,2025-01-02,delivered
5256,147,P085,2,130889.9,2024-01-22,delivered
5257,503,P043,2,32456.18,2024-05-08,delivered
5258,136,P098,5,29741.75,2024-07-31,delivered
5259,517,P030,3,231638.94,2024-05-31,delivered
5260,242,P019,2,85080.9,2024-09-13,delivered
5261,157,P085,1,65444.95,2024-05-14,delivered
5262,284,P031,5,2473.5,2024-11-27,delivered
5266,358,P029,5,394658.75,2024-02-14,delivered
5269,465,P057,1,69525.51,2024-03-23,delivered
5270,412,P019,1,42540.45,2024-05-09,delivered
5276,261,P086,3,29114.1,2025-01-18,delivered
5277,452,P061,1,55193.19,2024-04-03,delivered
5278,148,P056,1,49465.99,2025-01-16,delivered
5279,385,P008,5,294692.6,2024-12-03,delivered
5280,311,P046,4,30410.68,2024-02-22,delivered
5281,408,P040,3,7484.67,2024-04-16,delivered
5282,180,P085,4,261779.8,2024-08-17,delivered
5283,280,P072,3,97835.85,2024-04-27,delivered
5284,394,P029,4,315727.0,2024-01-27,delivered
5285,115,P024,3,224149.83,2024-11-12,delivered
5287,136,P019,1,42540.45,2024-04-03,delivered
5288,293,P054,4,218766.08,2024-12-15,delivered
5289,290,P040,3,7484.67,2024-03-27,delivered
5290,180,P021,5,16217.75,2024-02-20,delivered
5292,313,P035,2,72867.42,2025-06-08,delivered
5294,370,P086,3,29114.1,2024-02-16,delivered
5295,303,P077,1,70293.39,2024-01-08,delivered
5296,255,P028,2,23905.24,2024-09-18,delivered
5298,190,P017,4,86611.96,2025-06-29,delivered
5300,542,P095,1,19079.78,2025-03-22,delivered
5302,464,P082,4,244026.32,2024-10-23,delivered
5306,369,P011,4,270196.88,2024-11-13,delivered
5307,214,P043,2,32456.18,2024-03-19,delivered
5308,372,P066,2,104267.02,2024-12-23,delivered
5309,473,P083,2,127690.62,2024-08-29,delivered
5310,175,P033,2,102331.36,2024-06-26,delivered
5312,338,P097,5,91294.2,2025-04-04,delivered
5314,135,P061,4,220772.76,2024-11-06,delivered
5315,403,P008,3,176815.56,2025-06-03,delivered
5316,259,P060,4,297931.2,2024-02-08,delivered
5320,357,P020,1,74934.79,2025-04-06,delivered
5321,516,P044,1,53907.25,2025-05-31,delivered
5322,121,P032,4,304599.04,2025-03-25,delivered
5324,497,P044,5,269536.25,2024-02-23,delivered
5325,134,P043,1,16228.09,2025-01-30,delivered
5326,230,P093,5,155728.95,2024-06-02,delivered
5327,142,P075,2,90809.2,2024-12-24,delivered
5328,596,P084,4,139612.44,2024-05-12,delivered
5329,259,P072,4,130447.8,2024-12-02,delivered
5331,361,P047,1,53840.91,2025-01-06,delivered
5332,193,P028,3,35857.86,2025-05-12,delivered
5333,216,P018,2,9322.48,2024-03-20,delivered
5334,533,P013,5,234349.05,2025-06-23,delivered
5338,413,P037,4,156635.36,2024-08-27,delivered
5341,595,P021,2,6487.1,2024-05-21,delivered
5342,127,P083,4,255381.24,2025-01-15,delivered
5343,465,P067,1,8616.78,2024-10-18,delivered
5344,491,P021,3,9730.65,2025-04-05,delivered
5346,553,P045,1,77595.97,2025-02-28,delivered
5348,142,P048,2,71111.28,2024-01-29,delivered
5349,577,P013,3,140609.43,2024-05-29,delivered
5351,330,P079,1,26229.95,2024-03-22,delivered
5353,157,P100,3,160470.6,2024-08-31,delivered
5355,133,P015,4,66186.84,2024-01-17,delivered
5356,468,P019,3,127621.35,2025-03-15,delivered
5357,415,P046,2,15205.34,2025-03-02,delivered
5358,441,P086,1,9704.7,2025-06-20,delivered
5359,135,P068,5,263309.2,2025-06-03,delivered
5360,300,P061,1,55193.19,2025-01-31,delivered
5361,230,P096,1,29922.82,2024-12-31,delivered
5362,277,P031,1,494.7,2024-12-06,delivered
5363,123,P046,5,38013.35,2024-12-12,delivered
5364,526,P100,4,213960.8,2025-05-05,delivered
5365,516,P018,1,4661.24,2025-04-13,delivered
5366,251,P026,1,40628.06,2024-07-23,delivered
5368,230,P005,2,26893.3,2024-10-19,delivered
5369,542,P100,1,53490.2,2024-12-05,delivered
5372,455,P064,3,158234.85,2025-06-15,delivered
5374,409,P024,5,373583.05,2024-10-27,delivered
5375,153,P011,3,202647.66,2024-10-29,delivered
5379,287,P066,2,104267.02,2024-02-01,delivered
5380,535,P078,4,129563.24,2024-02-05,delivered
5383,586,P048,3,106666.92,2025-03-30,delivered
5385,261,P084,3,104709.33,2024-09-12,delivered
5387,568,P072,1,32611.95,2024-09-25,delivered
5390,189,P092,4,222671.32,2024-03-30,delivered
5391,442,P045,1,77595.97,2024-10-24,delivered
5392,536,P021,2,6487.1,2025-01-05,delivered
5395,512,P071,2,156352.44,2024-03-29,delivered
5397,494,P053,5,377873.4,2024-03-16,delivered
5399,449,P067,3,25850.34,2024-05-11,delivered
5400,494,P017,4,86611.96,2025-05-29,delivered
5401,526,P016,5,45211.9,2024-06-05,delivered
5402,185,P021,3,9730.65,2024-08-18,delivered
5403,586,P067,3,25850.34,2024-03-21,delivered
5404,201,P082,5,305032.9,2024-10-08,delivered
5405,421,P039,5,56290.7,2025-06-30,delivered
5406,358,P083,2,127690.62,2024-06-06,delivered
5407,438,P080,5,267203.55,2024-12-11,delivered
5408,523,P004,1,56571.5,2024-02-16,delivered
5409,434,P027,5,17108.35,2025-03-02,delivered
5410,355,P081,5,323234.45,2024-10-23,delivered
5413,313,P062,4,216613.68,2024-07-27,delivered
5414,411,P019,3,127621.35,2024-11-22,delivered
5415,600,P052,2,134130.82,2025-01-14,delivered
5416,264,P031,4,1978.8,2024-05-05,delivered
5417,331,P032,2,152299.52,2024-04-09,delivered
5418,249,P050,5,71271.35,2025-03-04,delivered
5419,593,P021,3,9730.65,2024-11-16,delivered
5421,356,P040,4,9979.56,2024-01-24,delivered
5422,584,P051,5,277204.05,2025-04-13,delivered
5423,211,P075,3,136213.8,2024-02-19,delivered
5424,245,P064,5,263724.75,2025-04-26,delivered
5425,375,P002,1,19972.27,2025-03-17,delivered
5426,552,P034,3,208340.01,2025-02-16,delivered
5427,124,P052,1,67065.41,2024-07-18,delivered
5429,492,P071,3,234528.66,2024-05-01,delivered
5430,600,P013,4,187479.24,2025-01-17,delivered
5432,357,P006,1,13492.78,2024-02-09,delivered
5434,177,P078,5,161954.05,2024-05-23,delivered
5437,463,P073,3,209019.6,2025-05-01,delivered
5438,289,P043,1,16228.09,2025-03-02,delivered
5439,508,P093,1,31145.79,2025-04-30,delivered
5440,596,P084,5,174515.55,2024-08-21,delivered
5442,176,P088,2,1120.24,2024-02-02,delivered
5445,547,P095,1,19079.78,2024-05-21,delivered
5447,261,P023,4,144922.8,2025-06-29,delivered
5448,380,P046,3,22808.01,2025-05-10,delivered
5449,591,P032,3,228449.28,2024-11-01,delivered
5451,263,P062,3,162460.26,2024-10-07,delivered
5453,520,P045,2,155191.94,2024-10-24,delivered
5455,436,P033,4,204662.72,2024-08-07,delivered
5456,524,P069,3,239859.48,2024-10-05,delivered
5457,156,P079,5,131149.75,2024-09-02,delivered
5458,126,P086,5,48523.5,2024-08-19,delivered
5460,152,P088,2,1120.24,2024-01-06,delivered
5461,309,P084,4,139612.44,2025-05-03,delivered
5462,488,P037,3,117476.52,2024-10-19,delivered
5463,565,P099,1,48315.54,2024-08-25,delivered
5464,568,P023,4,144922.8,2024-06-29,delivered
5465,529,P051,4,221763.24,2024-07-09,delivered
5466,549,P005,1,13446.65,2024-11-01,delivered
5468,556,P018,5,23306.2,2025-04-24,delivered
5470,432,P033,2,102331.36,2024-01-15,delivered
5471,505,P038,5,266912.25,2024-07-16,delivered
5472,413,P082,4,244026.32,2025-03-13,delivered
5473,145,P052,1,67065.41,2024-07-08,delivered
5474,345,P042,2,112807.98,2024-01-07,delivered
5475,297,P031,4,1978.8,2024-09-30,delivered
5476,255,P075,5,227023.0,2024-01-12,delivered
5477,435,P047,2,107681.82,2024-03-04,delivered
5478,339,P040,2,4989.78,2025-02-19,delivered
5479,454,P016,3,27127.14,2025-01-11,delivered
5482,488,P069,2,159906.32,2024-09-10,delivered
5483,370,P058,5,228458.6,2025-01-05,delivered
5484,570,P073,1,69673.2,2024-03-04,delivered
5485,394,P069,2,159906.32,2024-06-17,delivered
5486,538,P067,4,34467.12,2024-04-29,delivered
5489,334,P073,1,69673.2,2025-04-18,delivered
5490,471,P003,4,197639.52,2024-09-17,delivered
5491,482,P028,5,59763.1,2024-03-15,delivered
5492,317,P045,1,77595.97,2024-03-02,delivered
5494,193,P099,2,96631.08,2025-03-06,delivered
5496,142,P088,5,2800.6,2024-05-16,delivered
5497,161,P023,5,181153.5,2025-02-06,delivered
5498,473,P029,1,78931.75,2024-01-24,delivered
5500,522,P030,2,154425.96,2025-04-16,delivered
5501,180,P036,2,82592.24,2024-04-25,delivered
5502,515,P085,4,261779.8,2024-01-17,delivered
5504,407,P087,1,43604.68,2024-09-07,delivered
5505,306,P057,2,139051.02,2024-08-10,delivered
5506,172,P065,3,94709.31,2024-08-27,delivered
5507,396,P077,3,210880.17,2024-08-30,delivered
5515,386,P068,2,105323.68,2025-02-01,delivered
5517,534,P048,1,35555.64,2024-07-14,delivered
5518,238,P049,5,347322.85,2024-02-10,delivered
5520,207,P043,3,48684.27,2024-01-16,delivered
5521,580,P025,1,25360.87,2025-05-05,delivered
5522,457,P078,2,64781.62,2025-02-10,delivered
5524,374,P084,3,104709.33,2024-11-11,delivered
5525,285,P066,4,208534.04,2025-04-22,delivered
5526,512,P093,4,124583.16,2024-11-23,delivered
5527,290,P041,4,98814.4,2024-02-16,delivered
5529,252,P020,2,149869.58,2024-12-03,delivered
5530,295,P073,2,139346.4,2025-05-26,delivered
5532,187,P094,3,107851.86,2024-06-22,delivered
5533,469,P070,4,15808.56,2024-07-07,delivered
5534,369,P005,1,13446.65,2024-02-19,delivered
5535,312,P018,2,9322.48,2024-03-10,delivered
5536,105,P028,5,59763.1,2025-04-11,delivered
5538,109,P001,5,172639.55,2025-02-25,delivered
5539,109,P068,3,157985.52,2024-10-20,delivered
5540,358,P090,4,117521.12,2024-07-02,delivered
5541,571,P013,5,234349.05,2024-06-01,delivered
5542,199,P080,5,267203.55,2024-09-15,delivered
5544,336,P073,2,139346.4,2024-08-19,delivered
5546,295,P049,5,347322.85,2025-05-02,delivered
5548,533,P056,3,148397.97,2024-04-07,delivered
5549,218,P028,5,59763.1,2025-05-01,delivered
5550,124,P010,3,114069.03,2024-02-03,delivered
5551,576,P041,1,24703.6,2024-07-31,delivered
5552,486,P092,4,222671.32,2024-03-19,delivered
5553,184,P073,2,139346.4,2025-02-02,delivered
5554,297,P097,2,36517.68,2024-03-21,delivered
5555,128,P013,4,187479.24,2024-08-25,delivered
5556,275,P078,5,161954.05,2025-02-10,delivered
5559,196,P088,5,2800.6,2025-01-24,delivered
5560,496,P080,3,160322.13,2024-09-09,delivered
5561,143,P035,2,72867.42,2025-01-24,delivered
5562,479,P050,3,42762.81,2025-01-04,delivered
5563,147,P001,3,103583.73,2025-03-31,delivered
5564,490,P035,1,36433.71,2024-05-15,delivered
5566,153,P004,1,56571.5,2024-12-28,delivered
5567,406,P077,3,210880.17,2025-01-29,delivered
5568,250,P053,4,302298.72,2024-03-27,delivered
5569,393,P067,2,17233.56,2025-01-24,delivered
5571,175,P009,2,106275.96,2025-03-21,delivered
5572,316,P039,4,45032.56,2024-03-19,delivered
5576,272,P056,5,247329.95,2024-05-19,delivered
5577,265,P078,2,64781.62,2025-05-05,delivered
5580,244,P051,3,166322.43,2024-04-26,delivered
5582,583,P091,2,63508.4,2025-03-24,delivered
5584,172,P082,3,183019.74,2024-09-04,delivered
5585,438,P020,4,299739.16,2025-01-21,delivered
5587,379,P005,3,40339.95,2024-03-28,delivered
5588,494,P032,3,228449.28,2024-06-19,delivered
5590,155,P002,1,19972.27,2024-09-21,delivered
5592,292,P051,4,221763.24,2025-05-27,delivered
5593,277,P004,4,226286.0,2024-04-17,delivered
5594,313,P011,1,67549.22,2024-05-25,delivered
5597,264,P009,3,159413.94,2024-02-15,delivered
5598,112,P044,1,53907.25,2024-06-17,delivered
5599,365,P023,5,181153.5,2024-06-12,delivered
5603,404,P055,4,159297.04,2024-01-05,delivered
5604,206,P036,1,41296.12,2024-04-14,delivered
5605,288,P042,2,112807.98,2025-04-13,delivered
5606,235,P086,4,38818.8,2025-06-24,delivered
5607,406,P050,5,71271.35,2025-02-05,delivered
5608,279,P046,4,30410.68,2024-06-25,delivered
5609,571,P079,5,131149.75,2024-03-27,delivered
5610,261,P016,2,18084.76,2024-11-08,delivered
5613,196,P063,5,86662.2,2024-06-26,delivered
5614,351,P037,2,78317.68,2024-07-10,delivered
5615,532,P058,5,228458.6,2024-02-24,delivered
5616,588,P002,4,79889.08,2024-05-19,delivered
5619,351,P022,1,9856.58,2024-02-01,delivered
5620,250,P005,3,40339.95,2024-08-18,delivered
5621,187,P100,4,213960.8,2025-05-22,delivered
5622,394,P015,3,49640.13,2025-01-10,delivered
5624,153,P095,2,38159.56,2024-10-31,delivered
5626,544,P016,2,18084.76,2024-08-02,delivered
5627,541,P091,5,158771.0,2025-03-14,delivered
5628,416,P018,2,9322.48,2024-07-30,delivered
5629,392,P045,5,387979.85,2024-10-14,delivered
5630,266,P091,3,95262.6,2024-10-23,delivered
5632,571,P008,3,176815.56,2024-05-09,delivered
5637,587,P063,3,51997.32,2024-01-03,delivered
5639,212,P055,2,79648.52,2025-05-21,delivered
5641,504,P044,1,53907.25,2024-02-17,delivered
5642,421,P059,1,2527.93,2024-05-07,delivered
5643,326,P059,1,2527.93,2025-03-14,delivered
5644,453,P017,3,64958.97,2024-06-11,delivered
5645,148,P084,3,104709.33,2024-09-13,delivered
5647,421,P040,2,4989.78,2025-03-15,delivered
5651,456,P017,4,86611.96,2024-03-13,delivered
5652,297,P012,1,64473.05,2024-04-15,delivered
5653,289,P039,2,22516.28,2025-01-26,delivered
5654,429,P087,2,87209.36,2024-03-11,delivered
5655,413,P084,2,69806.22,2025-03-26,delivered
5657,541,P028,1,11952.62,2024-04-12,delivered
5658,486,P016,5,45211.9,2025-01-28,delivered
5659,594,P055,3,119472.78,2024-05-23,delivered
5660,242,P083,1,63845.31,2024-09-11,delivered
5661,499,P089,1,26034.41,2024-11-04,delivered
5664,298,P015,2,33093.42,2025-05-26,delivered
5665,371,P002,3,59916.81,2024-11-20,delivered
5666,299,P073,4,278692.8,2025-01-09,delivered
5667,491,P061,1,55193.19,2024-01-18,delivered
5668,108,P034,2,138893.34,2024-02-10,delivered
5670,317,P090,4,117521.12,2024-03-25,delivered
5671,243,P011,3,202647.66,2024-03-21,delivered
5674,474,P031,1,494.7,2024-09-07,delivered
5675,574,P056,1,49465.99,2025-04-09,delivered
5676,259,P086,2,19409.4,2024-05-02,delivered
5678,588,P045,5,387979.85,2025-06-13,delivered
5679,186,P048,2,71111.28,2024-10-02,delivered
5680,495,P004,3,169714.5,2025-03-15,delivered
5683,540,P073,2,139346.4,2025-01-11,delivered
5684,231,P099,1,48315.54,2024-04-28,delivered
5685,480,P066,1,52133.51,2024-02-15,delivered
5688,215,P042,2,112807.98,2025-03-02,delivered
5689,239,P010,5,190115.05,2025-01-16,delivered
5690,358,P087,1,43604.68,2024-07-02,delivered
5691,512,P067,1,8616.78,2025-02-14,delivered
5692,550,P060,3,223448.4,2024-11-14,delivered
5693,145,P071,4,312704.88,2024-01-09,delivered
5694,203,P038,5,266912.25,2024-11-07,delivered
5695,338,P048,5,177778.2,2025-05-20,delivered
5696,476,P070,2,7904.28,2024-06-03,delivered
5697,578,P053,1,75574.68,2024-08-26,delivered
5698,426,P089,1,26034.41,2024-12-09,delivered
5699,489,P085,4,261779.8,2024-11-10,delivered
5701,593,P008,2,117877.04,2024-10-13,delivered
5702,123,P030,5,386064.9,2025-02-26,delivered
5703,335,P096,1,29922.82,2024-04-07,delivered
5705,440,P017,2,43305.98,2024-10-25,delivered
5706,536,P041,4,98814.4,2024-11-30,delivered
5707,332,P035,2,72867.42,2024-03-17,delivered
5708,170,P100,5,267451.0,2024-04-21,delivered
5709,155,P022,4,39426.32,2025-04-22,delivered
5710,309,P016,5,45211.9,2025-01-01,delivered
5711,332,P040,4,9979.56,2024-09-28,delivered
5712,147,P021,3,9730.65,2024-02-11,delivered
5713,528,P042,2,112807.98,2024-04-03,delivered
5714,596,P046,4,30410.68,2025-06-09,delivered
5715,447,P039,3,33774.42,2024-06-27,delivered
5716,588,P052,4,268261.64,2024-09-12,delivered
5717,337,P014,2,138949.76,2024-05-04,delivered
5718,132,P100,2,106980.4,2024-05-13,delivered
5719,522,P052,3,201196.23,2024-03-27,delivered
5720,570,P010,1,38023.01,2024-03-07,delivered
5721,563,P083,4,255381.24,2024-05-11,delivered
5724,355,P004,4,226286.0,2025-03-12,delivered
5725,282,P028,2,23905.24,2024-10-08,delivered
5726,329,P020,1,74934.79,2024-09-08,delivered
5727,356,P053,5,377873.4,2025-05-05,delivered
5729,203,P083,5,319226.55,2024-09-12,delivered
5732,239,P024,1,74716.61,2024-11-22,delivered
5734,372,P046,5,38013.35,2024-08-26,delivered
5735,152,P032,2,152299.52,2024-09-29,delivered
5736,492,P029,5,394658.75,2025-02-01,delivered
5737,579,P023,2,72461.4,2024-08-30,delivered
5738,513,P095,3,57239.34,2024-01-29,delivered
5739,586,P073,5,348366.0,2024-05-25,delivered
5740,529,P064,5,263724.75,2024-11-12,delivered
5741,352,P005,1,13446.65,2024-02-27,delivered
5743,101,P043,5,81140.45,2024-07-25,delivered
5744,275,P092,2,111335.66,2024-11-27,delivered
5745,112,P019,5,212702.25,2024-05-25,delivered
5746,534,P068,3,157985.52,2024-03-15,delivered
5747,461,P085,4,261779.8,2024-04-13,delivered
5749,506,P082,4,244026.32,2024-11-20,delivered
5750,463,P072,5,163059.75,2024-12-31,delivered
5751,441,P076,2,118204.18,2025-01-22,delivered
5752,476,P089,3,78103.23,2024-05-10,delivered
5753,474,P001,5,172639.55,2025-02-04,delivered
5754,194,P078,3,97172.43,2024-08-14,delivered
