user_id,total_orders,total_spend,avg_order_value,last_purchase,first_purchase,unique_products,total_quantity,recency_days,customer_age_days,purchase_rate,total_views,total_carts,avg_time_spent,unique_viewed,cart_rate,fav_category,fav_cat_orders,will_buy,cluster,segment_name,segment_id
138,6,453220.02,75536.67,2025-01-23,2024-01-21,5,16,159,527,0.0113851992409867,34,14,287.52941176470586,30,0.4117647058823529,Books,2,0,2,New Customer,2
139,3,499790.89,166596.96333333335,2025-05-02,2024-12-08,3,7,60,205,0.0146341463414634,30,6,327.56666666666666,29,0.2,Toys,1,0,3,Loyal,3
140,7,633177.45,90453.92142857144,2025-04-19,2024-04-15,7,16,73,442,0.0158371040723981,19,6,300.10526315789474,15,0.3157894736842105,Home,2,0,2,New Customer,2
141,12,1515226.34,126268.86166666663,2025-06-17,2024-04-30,11,34,14,427,0.0281030444964871,29,7,297.86206896551727,23,0.2413793103448276,Home,2,1,1,High Value,1
142,5,382952.23,76590.446,2025-04-18,2024-01-29,5,16,74,519,0.0096339113680154,34,11,264.79411764705884,29,0.3235294117647059,Grocery,2,0,2,New Customer,2
143,8,653655.26,81706.9075,2025-05-26,2024-02-15,7,29,36,502,0.0159362549800796,35,13,280.7142857142857,31,0.3714285714285714,Home,3,0,2,New Customer,2
144,6,610111.8,101685.3,2025-05-15,2024-02-14,6,20,47,503,0.0119284294234592,27,9,330.44444444444446,25,0.3333333333333333,Toys,2,0,2,New Customer,2
145,10,1385515.28,138551.528,2025-05-15,2024-01-09,10,28,47,539,0.0185528756957328,32,13,350.9375,28,0.40625,Fashion,3,0,1,High Value,1
146,5,318197.92,63639.584,2025-04-16,2024-01-06,5,11,76,542,0.0092250922509225,39,17,303.1025641025641,28,0.4358974358974359,Fashion,2,0,2,New Customer,2
147,16,1818970.62,113685.66375,2025-04-02,2024-01-22,15,48,90,526,0.0304182509505703,22,8,269.90909090909093,18,0.3636363636363636,Grocery,6,0,1,High Value,1
148,10,1102434.32,110243.432,2025-02-18,2024-06-30,9,27,133,366,0.0273224043715847,25,8,360.8,23,0.32,Electronics,3,0,1,High Value,1
149,9,962347.69,106927.5211111111,2025-06-25,2024-01-13,9,22,6,535,0.016822429906542,27,9,334.2962962962963,25,0.3333333333333333,Beauty,3,1,1,High Value,1
150,5,594031.18,118806.236,2025-03-18,2024-05-28,5,14,105,399,0.012531328320802,34,14,320.38235294117646,27,0.4117647058823529,Beauty,2,0,2,New Customer,2
151,7,631654.85,90236.40714285712,2025-06-25,2024-03-13,7,19,6,475,0.0147368421052631,23,9,242.43478260869568,20,0.391304347826087,Fashion,2,1,2,New Customer,2
152,13,2088627.71,160663.66999999998,2025-05-22,2024-01-06,12,39,40,542,0.0239852398523985,31,11,325.06451612903226,29,0.3548387096774194,Fashion,4,0,1,High Value,1
153,10,1560118.42,156011.842,2024-12-30,2024-02-06,10,32,183,511,0.0195694716242661,34,8,320.94117647058823,29,0.2352941176470588,Fashion,3,0,1,High Value,1
154,3,588316.28,196105.42666666667,2024-09-14,2024-04-24,3,12,290,433,0.0069284064665127,39,13,305.38461538461536,35,0.3333333333333333,Fashion,1,0,0,At Risk,0
155,8,539899.0,67487.375,2025-04-22,2024-02-26,8,22,70,491,0.0162932790224032,45,10,296.8222222222222,35,0.2222222222222222,Books,3,0,2,New Customer,2
156,12,1309952.46,109162.705,2025-04-27,2024-06-01,12,35,65,395,0.030379746835443,38,16,348.89473684210526,31,0.4210526315789473,Grocery,4,0,1,High Value,1
157,7,585233.93,83604.84714285715,2025-06-12,2024-05-05,7,18,19,422,0.0165876777251184,38,11,290.0263157894737,30,0.2894736842105263,Fashion,2,1,2,New Customer,2
158,11,1211136.13,110103.28454545452,2025-03-09,2024-01-22,11,29,114,526,0.0209125475285171,24,6,363.875,20,0.25,Beauty,3,0,1,High Value,1
159,11,2034292.71,184935.7009090909,2025-05-18,2024-01-26,10,43,44,522,0.0210727969348659,34,11,305.02941176470586,28,0.3235294117647059,Grocery,2,0,1,High Value,1
160,11,921759.55,83796.32272727274,2025-05-30,2024-01-02,11,28,32,546,0.0201465201465201,31,10,291.5483870967742,27,0.3225806451612903,Beauty,2,0,1,High Value,1
161,8,620138.55,77517.31875,2025-06-10,2024-01-04,8,22,21,544,0.0147058823529411,27,4,326.22222222222223,24,0.1481481481481481,Beauty,3,1,2,New Customer,2
162,7,688730.86,98390.12285714284,2025-05-19,2024-06-26,7,20,43,370,0.0189189189189189,31,7,316.7096774193548,27,0.2258064516129032,Beauty,2,0,2,New Customer,2
163,6,793419.21,132236.535,2025-05-26,2024-03-22,6,22,36,466,0.0128755364806866,31,9,275.4193548387097,25,0.2903225806451613,Books,2,0,3,Loyal,3
164,7,597244.95,85320.70714285714,2025-04-04,2024-08-26,7,16,88,309,0.0226537216828478,28,12,351.5,24,0.4285714285714285,Books,2,0,2,New Customer,2
165,6,634143.24,105690.54,2025-01-23,2024-01-01,6,17,159,547,0.0109689213893967,32,13,333.6875,29,0.40625,Books,2,0,2,New Customer,2
166,5,452351.13,90470.226,2024-08-11,2024-01-02,5,18,324,546,0.0091575091575091,40,13,323.325,35,0.325,Sports,2,0,0,At Risk,0
167,3,269457.0,89819.0,2025-06-27,2024-04-10,3,8,4,447,0.0067114093959731,18,8,323.6111111111111,17,0.4444444444444444,Grocery,1,1,2,New Customer,2
168,8,668309.37,83538.67125,2025-06-30,2024-01-22,7,14,1,526,0.0152091254752851,21,4,289.4761904761905,19,0.1904761904761904,Sports,3,1,2,New Customer,2
169,10,1450713.9,145071.38999999998,2025-06-17,2024-01-17,10,33,14,531,0.0188323917137476,30,15,330.1666666666667,27,0.5,Fashion,3,1,1,High Value,1
170,4,477174.85,119293.7125,2025-04-09,2024-02-13,4,9,83,504,0.0079365079365079,37,11,299.5135135135135,29,0.2972972972972973,Beauty,1,0,2,New Customer,2
171,8,1635747.15,204468.39375,2025-06-15,2024-01-05,8,30,16,543,0.0147329650092081,34,10,289.8529411764706,22,0.2941176470588235,Books,2,1,3,Loyal,3
172,11,1605173.19,145924.83545454545,2025-04-03,2024-04-19,10,38,89,438,0.0251141552511415,30,13,246.13333333333333,28,0.4333333333333333,Books,2,0,1,High Value,1
173,8,871995.11,108999.38875,2025-04-29,2024-01-29,8,23,63,519,0.0154142581888246,26,6,300.96153846153845,24,0.2307692307692307,Sports,3,0,2,New Customer,2
174,5,649426.56,129885.312,2025-04-18,2024-08-07,5,15,74,328,0.0152439024390243,32,10,260.5625,26,0.3125,Home,2,0,2,New Customer,2
175,11,1075418.21,97765.2918181818,2025-06-29,2024-01-13,11,31,2,535,0.0205607476635514,32,9,302.46875,24,0.28125,Fashion,4,1,1,High Value,1
176,14,964831.67,68916.54785714285,2025-05-22,2024-01-27,12,28,40,521,0.0268714011516314,33,8,296.6363636363636,28,0.2424242424242424,Sports,3,0,1,High Value,1
177,7,649195.44,92742.20571428572,2025-01-19,2024-05-12,7,20,163,415,0.016867469879518,40,14,320.3,32,0.35,Sports,3,0,2,New Customer,2
178,7,690217.76,98602.53714285714,2025-05-26,2024-01-24,7,23,36,524,0.0133587786259541,23,12,331.1304347826087,20,0.5217391304347826,Electronics,2,0,2,New Customer,2
179,6,471343.09,78557.18166666667,2025-06-27,2024-08-18,6,18,4,317,0.0189274447949526,21,7,326.3333333333333,19,0.3333333333333333,Beauty,3,1,2,New Customer,2
180,10,1164254.52,116425.452,2025-03-20,2024-01-01,10,29,103,547,0.0182815356489945,34,13,268.55882352941177,30,0.3823529411764705,Fashion,4,0,1,High Value,1
181,4,230446.72,57611.68,2024-12-23,2024-01-16,4,8,190,532,0.0075187969924812,33,12,324.1212121212121,28,0.3636363636363636,Sports,2,0,0,At Risk,0
182,10,1006767.61,100676.761,2025-03-05,2024-01-30,10,37,118,518,0.0193050193050193,29,6,307.4482758620689,25,0.2068965517241379,Fashion,3,0,1,High Value,1
183,9,1386682.41,154075.82333333333,2025-04-08,2024-01-06,9,33,84,542,0.0166051660516605,19,5,341.5263157894737,18,0.2631578947368421,Electronics,2,0,1,High Value,1
184,6,620340.56,103390.09333333334,2025-03-18,2024-05-29,6,12,105,398,0.0150753768844221,39,10,312.56410256410254,34,0.2564102564102564,Fashion,2,0,2,New Customer,2
185,4,346203.29,86550.8225,2024-08-18,2024-01-11,4,11,317,537,0.0074487895716946,34,14,345.3235294117647,30,0.4117647058823529,Books,1,0,0,At Risk,0
186,12,1608063.05,134005.25416666668,2025-06-05,2024-02-27,11,34,26,490,0.0244897959183673,29,14,335.9655172413793,26,0.4827586206896552,Sports,3,1,1,High Value,1
187,8,1085518.74,135689.8425,2025-05-22,2024-01-16,8,23,40,532,0.0150375939849624,31,10,290.2903225806452,26,0.3225806451612903,Toys,2,0,3,Loyal,3
188,12,1228498.0,102374.83333333331,2025-06-30,2024-01-18,10,29,1,530,0.0226415094339622,22,7,248.5909090909091,21,0.3181818181818182,Beauty,5,1,1,High Value,1
189,6,844692.07,140782.01166666666,2025-05-18,2024-01-30,6,18,44,518,0.0115830115830115,31,13,237.9032258064516,26,0.4193548387096774,Electronics,2,0,3,Loyal,3
190,12,1795985.0,149665.41666666666,2025-06-29,2024-03-09,11,37,2,479,0.0250521920668058,30,9,336.6333333333333,23,0.3,Sports,3,1,1,High Value,1
191,6,479360.01,79893.335,2025-06-25,2024-02-25,6,17,6,492,0.0121951219512195,31,7,309.51612903225805,27,0.2258064516129032,Fashion,2,1,2,New Customer,2
192,7,682403.62,97486.23142857142,2025-06-30,2024-04-22,7,17,1,435,0.0160919540229885,38,16,307.13157894736844,31,0.4210526315789473,Beauty,3,1,2,New Customer,2
193,7,458571.27,65510.18142857143,2025-06-30,2024-06-23,7,14,1,373,0.0187667560321715,33,5,272.8484848484849,32,0.1515151515151515,Fashion,4,1,2,New Customer,2
194,5,340708.16,68141.632,2025-04-06,2024-01-31,5,9,86,517,0.0096711798839458,28,7,237.32142857142856,22,0.25,Beauty,2,0,2,New Customer,2
195,9,1271957.92,141328.65777777776,2025-02-07,2024-01-03,9,28,144,545,0.0165137614678899,30,11,259.43333333333334,24,0.3666666666666666,Sports,3,0,1,High Value,1
196,12,950090.39,79174.19916666667,2025-05-17,2024-02-14,11,28,45,503,0.0238568588469184,28,9,271.8928571428572,25,0.3214285714285714,Sports,3,0,1,High Value,1
197,10,1066768.65,106676.865,2025-06-19,2024-02-03,9,20,12,514,0.0194552529182879,30,7,310.3,26,0.2333333333333333,Electronics,4,1,1,High Value,1
198,7,915753.85,130821.97857142855,2025-06-20,2024-01-09,7,17,11,539,0.0129870129870129,35,11,325.2857142857143,29,0.3142857142857143,Electronics,3,1,3,Loyal,3
199,5,552957.25,110591.45,2025-06-29,2024-09-12,5,13,2,292,0.0171232876712328,29,12,348.9655172413793,26,0.4137931034482758,Grocery,2,1,2,New Customer,2
200,10,901358.44,90135.844,2025-06-06,2024-01-21,10,37,25,527,0.0189753320683111,36,12,306.02777777777777,27,0.3333333333333333,Home,2,1,1,High Value,1
201,7,1318882.87,188411.83857142855,2025-04-29,2024-02-01,6,24,63,516,0.0135658914728682,29,14,285.55172413793105,27,0.4827586206896552,Books,3,0,3,Loyal,3
202,5,357883.38,71576.676,2025-05-29,2024-01-23,5,15,33,525,0.0095238095238095,28,10,347.85714285714283,25,0.3571428571428571,Grocery,2,0,2,New Customer,2
203,10,1363205.34,136320.534,2025-01-09,2024-03-07,10,37,173,481,0.0207900207900207,32,9,312.125,26,0.28125,Toys,3,0,1,High Value,1
204,7,688228.2999999999,98318.32857142856,2025-05-30,2024-03-25,6,22,32,463,0.0151187904967602,35,11,296.54285714285714,29,0.3142857142857143,Fashion,4,0,2,New Customer,2
205,6,385031.17,64171.86166666666,2025-04-30,2024-10-21,6,13,62,253,0.0237154150197628,28,10,305.42857142857144,24,0.3571428571428571,Fashion,2,0,2,New Customer,2
206,6,365368.21,60894.70166666667,2025-06-20,2024-04-14,6,15,11,443,0.0135440180586907,29,14,269.3103448275862,28,0.4827586206896552,Sports,2,1,2,New Customer,2
207,7,770394.89,110056.41285714286,2025-06-21,2024-01-16,7,24,10,532,0.0131578947368421,31,12,333.80645161290323,28,0.3870967741935484,Beauty,2,1,2,New Customer,2
208,9,562962.38,62551.375555555554,2025-04-26,2024-01-19,8,23,66,529,0.0170132325141776,40,13,292.7,34,0.325,Fashion,3,0,2,New Customer,2
209,11,1469556.96,133596.08727272728,2025-06-01,2024-01-08,11,34,30,540,0.0203703703703703,30,13,246.6,23,0.4333333333333333,Books,3,1,1,High Value,1
210,3,429802.4,143267.46666666665,2024-11-15,2024-09-11,3,11,228,293,0.0102389078498293,26,10,286.46153846153845,22,0.3846153846153846,Electronics,1,0,0,At Risk,0
211,9,905667.26,100629.69555555556,2025-01-15,2024-01-14,9,26,167,534,0.0168539325842696,28,9,330.32142857142856,25,0.3214285714285714,Books,3,0,2,New Customer,2
212,7,651137.6699999999,93019.66714285711,2025-05-21,2024-01-10,5,15,41,538,0.0130111524163568,41,10,293.9024390243902,32,0.2439024390243902,Sports,4,0,2,New Customer,2
213,11,1730804.35,157345.85,2025-06-27,2024-02-06,11,39,4,511,0.0215264187866927,25,5,291.6,23,0.2,Home,3,1,1,High Value,1
214,8,772334.37,96541.79625,2025-02-07,2024-02-03,8,22,144,514,0.0155642023346303,34,7,308.2058823529412,29,0.2058823529411764,Toys,3,0,2,New Customer,2
215,8,1138985.96,142373.245,2025-05-20,2024-02-11,8,25,42,506,0.0158102766798418,34,10,327.5882352941176,29,0.2941176470588235,Books,3,0,3,Loyal,3
216,11,1338753.36,121704.85090909092,2025-04-20,2024-01-16,11,34,72,532,0.0206766917293233,22,10,314.77272727272725,19,0.4545454545454545,Books,4,0,1,High Value,1
217,7,1035614.0,147944.85714285713,2025-06-28,2024-01-17,7,18,3,531,0.0131826741996233,29,6,318.17241379310343,27,0.2068965517241379,Beauty,3,1,3,Loyal,3
218,9,1389795.49,154421.7211111111,2025-05-01,2024-05-04,9,28,61,423,0.0212765957446808,32,10,324.15625,27,0.3125,Beauty,2,0,1,High Value,1
219,8,1113019.26,139127.4075,2025-06-24,2024-01-11,6,26,7,537,0.0148975791433892,24,4,271.8333333333333,23,0.1666666666666666,Electronics,4,1,3,Loyal,3
220,5,1056460.56,211292.112,2025-02-20,2024-02-14,5,22,131,503,0.0099403578528827,25,8,355.56,22,0.32,Electronics,2,0,3,Loyal,3
221,13,1902461.63,146343.2023076923,2025-06-30,2024-01-02,13,40,1,546,0.0238095238095238,35,16,312.2,31,0.4571428571428571,Electronics,2,1,1,High Value,1
222,5,686745.62,137349.124,2025-03-30,2024-06-20,5,17,93,376,0.0132978723404255,20,5,366.2,19,0.25,Fashion,1,0,3,Loyal,3
223,6,1251275.77,208545.96166666667,2025-05-22,2024-01-25,6,27,40,523,0.011472275334608,23,7,334.9130434782609,20,0.3043478260869565,Beauty,2,0,3,Loyal,3
224,6,738683.77,123113.96166666668,2025-03-12,2024-03-16,6,22,111,472,0.0127118644067796,41,13,249.8780487804878,35,0.3170731707317073,Toys,2,0,2,New Customer,2
225,6,311534.14,51922.35666666667,2025-01-23,2024-02-13,6,14,159,504,0.0119047619047619,28,10,283.35714285714283,23,0.3571428571428571,Fashion,3,0,2,New Customer,2
226,8,617832.48,77229.06,2025-03-02,2024-04-22,7,14,121,435,0.0183908045977011,30,13,287.43333333333334,24,0.4333333333333333,Books,2,0,2,New Customer,2
227,6,811531.24,135255.2066666667,2025-04-30,2024-02-13,6,20,62,504,0.0119047619047619,24,7,355.9583333333333,18,0.2916666666666667,Toys,1,0,3,Loyal,3
228,9,1347324.87,149702.76333333334,2025-04-30,2024-01-12,9,26,62,536,0.0167910447761194,31,9,296.1935483870968,28,0.2903225806451613,Beauty,5,0,1,High Value,1
229,5,480731.3,96146.26,2025-05-13,2024-05-06,5,9,49,421,0.01187648456057,31,7,274.6774193548387,26,0.2258064516129032,Toys,2,0,2,New Customer,2
230,9,1130586.29,125620.69888888887,2024-12-31,2024-01-03,9,29,182,545,0.0165137614678899,38,16,339.7631578947368,32,0.4210526315789473,Books,3,0,1,High Value,1
231,10,910645.12,91064.512,2025-05-30,2024-04-28,9,24,32,429,0.0233100233100233,28,12,336.17857142857144,25,0.4285714285714285,Fashion,3,0,1,High Value,1
232,5,195978.08,39195.616,2025-05-31,2024-01-26,5,9,31,522,0.0095785440613026,27,6,326.81481481481484,26,0.2222222222222222,Fashion,2,0,2,New Customer,2
233,6,698150.64,116358.44,2024-05-19,2024-01-27,6,13,408,521,0.0115163147792706,30,11,337.76666666666665,26,0.3666666666666666,Fashion,2,0,0,At Risk,0
234,6,482592.64,80432.10666666667,2024-11-01,2024-01-04,6,19,242,544,0.0110294117647058,41,13,291.5853658536585,36,0.3170731707317073,Home,3,0,0,At Risk,0
235,7,806923.28,115274.75428571428,2025-06-24,2024-02-28,6,19,7,489,0.0143149284253578,31,8,336.0967741935484,28,0.2580645161290322,Grocery,3,1,2,New Customer,2
236,8,790233.79,98779.22375,2025-05-11,2024-01-11,8,22,51,537,0.0148975791433892,23,5,317.1304347826087,19,0.217391304347826,Home,2,0,2,New Customer,2
237,8,978276.15,122284.51875,2025-06-29,2024-01-23,7,24,2,525,0.0152380952380952,27,12,250.88888888888889,25,0.4444444444444444,Fashion,3,1,3,Loyal,3
238,5,815726.2,163145.24,2025-06-18,2024-01-13,5,16,13,535,0.0093457943925233,27,11,324.7407407407408,24,0.4074074074074074,Sports,2,1,3,Loyal,3
239,8,1322843.53,165355.44125,2025-05-31,2024-03-22,8,23,31,466,0.0171673819742489,26,8,298.88461538461536,23,0.3076923076923077,Home,3,0,3,Loyal,3
240,4,753688.54,188422.135,2025-04-12,2024-08-28,4,14,80,307,0.013029315960912,32,12,299.21875,28,0.375,Grocery,2,0,3,Loyal,3
241,6,487703.3,81283.88333333333,2025-05-04,2024-01-24,6,15,58,524,0.0114503816793893,30,10,351.06666666666666,27,0.3333333333333333,Sports,2,0,2,New Customer,2
242,8,819848.4299999999,102481.05375,2025-06-13,2024-01-31,8,22,18,517,0.0154738878143133,28,16,300.10714285714283,26,0.5714285714285714,Books,2,1,2,New Customer,2
243,7,1217809.23,173972.74714285714,2025-03-10,2024-03-21,7,22,113,467,0.0149892933618843,26,6,239.34615384615384,21,0.2307692307692307,Toys,3,0,3,Loyal,3
244,4,444872.86,111218.215,2025-01-19,2024-04-14,4,13,163,443,0.0090293453724604,40,19,303.575,36,0.475,Beauty,1,0,0,At Risk,0
245,4,509886.7,127471.675,2025-04-26,2024-11-23,4,11,66,220,0.0181818181818181,43,17,316.90697674418607,30,0.3953488372093023,Grocery,1,0,2,New Customer,2
246,8,1019637.67,127454.70875,2025-06-23,2024-02-06,8,24,8,511,0.0156555772994129,33,8,314.8787878787879,31,0.2424242424242424,Beauty,3,1,3,Loyal,3
247,5,891919.14,178383.828,2025-02-01,2024-03-02,5,17,150,486,0.0102880658436214,28,10,302.7142857142857,25,0.3571428571428571,Books,2,0,3,Loyal,3
248,5,1217345.31,243469.062,2025-03-09,2024-03-19,5,22,114,469,0.0106609808102345,33,14,293.1515151515151,28,0.4242424242424242,Toys,2,0,3,Loyal,3
249,11,1118263.9,101660.35454545454,2025-04-19,2024-01-27,11,26,73,521,0.0211132437619961,33,11,297.5757575757576,28,0.3333333333333333,Sports,3,0,1,High Value,1
250,6,947450.78,157908.46333333332,2025-04-12,2024-03-27,5,17,80,461,0.0130151843817787,31,12,308.80645161290323,29,0.3870967741935484,Books,2,0,3,Loyal,3
251,8,807124.0399999999,100890.505,2025-04-09,2024-02-22,8,21,83,495,0.0161616161616161,20,4,347.35,17,0.2,Electronics,2,0,2,New Customer,2
252,6,780348.08,130058.01333333332,2024-12-03,2024-03-19,6,14,210,469,0.0127931769722814,26,4,318.1923076923077,23,0.1538461538461538,Books,2,0,0,At Risk,0
253,8,1386381.73,173297.71625,2025-05-19,2024-02-02,8,30,43,515,0.0155339805825242,25,5,285.12,22,0.2,Books,3,0,3,Loyal,3
254,5,307385.6,61477.12,2025-03-16,2024-01-12,5,11,107,536,0.0093283582089552,34,13,305.55882352941177,31,0.3823529411764705,Electronics,2,0,2,New Customer,2
255,9,815711.93,90634.6588888889,2025-06-16,2024-01-12,9,23,15,536,0.0167910447761194,48,16,244.5,35,0.3333333333333333,Fashion,4,1,2,New Customer,2
256,7,486624.65,69517.80714285714,2024-11-29,2024-01-14,7,21,214,534,0.0131086142322097,25,10,352.84,23,0.4,Electronics,2,0,0,At Risk,0
257,4,492596.54,123149.135,2025-04-30,2024-01-24,3,17,62,524,0.0076335877862595,21,5,274.3809523809524,19,0.238095238095238,Fashion,2,0,2,New Customer,2
258,8,817966.2,102245.775,2025-02-11,2024-03-15,8,28,140,473,0.0169133192389006,27,11,282.6666666666667,24,0.4074074074074074,Home,2,0,2,New Customer,2
259,7,486866.63,69552.37571428572,2025-06-08,2024-01-01,7,19,23,547,0.0127970749542961,27,8,312.1481481481481,23,0.2962962962962963,Fashion,3,1,2,New Customer,2
260,10,1116724.37,111672.437,2025-06-30,2024-01-25,9,29,1,523,0.0191204588910133,39,9,302.4102564102564,33,0.2307692307692307,Fashion,3,1,1,High Value,1
261,5,314915.75,62983.15,2025-06-29,2024-07-04,4,14,2,362,0.0138121546961325,30,13,341.46666666666664,25,0.4333333333333333,Fashion,2,1,2,New Customer,2
