user_id,product_id,viewed,carted,time_spent_sec,date
435,P049,1,1,221,2024-05-27
345,P009,1,1,221,2024-12-12
207,P094,1,1,420,2025-05-02
314,P089,1,0,376,2024-05-08
212,P068,1,0,526,2025-05-01
411,P007,1,0,40,2024-09-26
365,P067,1,0,249,2024-06-29
130,P089,1,0,389,2024-08-28
233,P001,1,0,36,2025-06-21
584,P078,1,0,495,2024-07-23
396,P054,1,1,95,2024-12-01
406,P058,1,0,273,2024-01-10
261,P025,1,1,339,2025-02-25
331,P008,1,1,495,2025-05-27
405,P060,1,0,357,2024-12-18
231,P021,1,0,88,2024-01-29
224,P068,1,0,160,2024-07-04
345,P027,1,0,143,2025-04-11
474,P027,1,0,71,2024-06-29
190,P083,1,0,503,2024-04-15
155,P098,1,0,485,2025-01-14
434,P063,1,0,133,2025-05-18
155,P055,1,0,68,2024-10-28
181,P079,1,1,390,2024-04-26
248,P035,1,1,423,2024-08-26
117,P048,1,0,116,2025-03-11
590,P075,1,0,222,2024-07-02
196,P004,1,0,433,2024-01-15
149,P035,1,0,417,2024-10-02
354,P010,1,0,442,2024-01-26
545,P010,1,0,485,2024-01-20
572,P028,1,0,419,2024-07-17
329,P100,1,0,360,2024-01-12
582,P005,1,0,213,2024-08-01
195,P053,1,0,197,2024-09-16
570,P036,1,0,239,2024-04-25
542,P057,1,0,586,2024-10-12
501,P057,1,0,257,2024-01-06
377,P029,1,1,43,2025-02-11
488,P042,1,0,72,2024-06-09
552,P045,1,1,573,2024-11-28
156,P090,1,1,234,2024-08-18
166,P060,1,1,171,2025-05-20
193,P070,1,0,173,2024-04-30
521,P050,1,0,366,2024-02-18
253,P099,1,1,449,2024-03-01
165,P056,1,1,439,2025-04-08
303,P083,1,0,185,2025-04-09
542,P022,1,1,321,2024-12-30
206,P076,1,0,281,2025-01-17
112,P058,1,1,10,2025-06-01
540,P070,1,0,318,2024-01-03
315,P096,1,0,382,2025-02-26
534,P003,1,0,55,2024-01-11
441,P092,1,0,588,2024-06-24
405,P006,1,0,200,2024-03-20
563,P048,1,0,253,2024-02-03
244,P034,1,1,596,2024-02-05
400,P029,1,0,170,2024-12-22
591,P025,1,0,221,2024-06-26
104,P022,1,0,376,2024-03-09
121,P020,1,0,349,2024-12-18
537,P008,1,0,241,2024-12-11
246,P043,1,1,44,2024-08-19
538,P052,1,1,526,2024-10-18
456,P027,1,1,208,2024-09-08
199,P021,1,0,262,2025-02-07
571,P021,1,1,446,2024-05-15
104,P069,1,0,365,2024-08-24
163,P017,1,0,286,2024-04-02
183,P075,1,0,464,2024-12-07
485,P077,1,0,330,2024-05-17
588,P008,1,0,156,2024-09-05
596,P064,1,0,212,2024-03-18
347,P059,1,0,390,2024-10-11
182,P009,1,0,403,2024-07-05
405,P100,1,0,105,2024-07-27
562,P058,1,0,110,2024-05-15
193,P051,1,0,87,2024-08-22
152,P062,1,0,247,2025-02-14
166,P055,1,0,494,2024-11-22
178,P086,1,1,418,2024-09-14
297,P014,1,0,36,2025-03-11
162,P058,1,0,37,2024-01-05
393,P076,1,0,555,2024-10-02
262,P018,1,0,72,2024-07-14
186,P091,1,0,74,2024-12-28
454,P030,1,0,373,2024-01-11
263,P013,1,0,224,2024-05-22
152,P075,1,1,117,2024-11-02
222,P086,1,0,539,2025-03-28
349,P076,1,0,153,2024-09-24
339,P078,1,0,393,2024-09-14
541,P017,1,0,105,2025-05-28
380,P031,1,1,270,2024-11-25
459,P070,1,0,194,2024-01-08
255,P099,1,1,504,2025-05-19
122,P056,1,0,401,2024-07-22
593,P027,1,0,184,2025-03-16
282,P013,1,0,68,2024-06-18
275,P060,1,1,565,2024-10-23
592,P056,1,0,68,2025-06-16
271,P082,1,1,377,2025-06-23
372,P025,1,1,564,2024-06-24
599,P100,1,0,457,2025-05-04
170,P052,1,0,28,2025-06-04
237,P051,1,0,138,2024-06-21
286,P040,1,0,336,2025-01-17
142,P075,1,0,182,2024-06-11
189,P024,1,0,18,2024-04-18
374,P024,1,0,425,2024-06-21
488,P039,1,0,186,2025-02-25
197,P076,1,0,194,2024-01-14
147,P022,1,0,261,2024-10-07
145,P037,1,1,597,2024-06-28
405,P002,1,0,437,2025-02-07
188,P089,1,0,50,2024-05-17
310,P052,1,0,278,2024-12-16
524,P007,1,1,379,2025-03-16
200,P024,1,0,498,2024-10-18
432,P006,1,0,247,2024-03-17
126,P095,1,0,598,2024-08-12
226,P048,1,0,561,2024-06-30
169,P021,1,0,484,2024-04-05
145,P076,1,0,401,2024-01-06
456,P006,1,0,31,2025-06-25
174,P060,1,0,48,2024-11-24
305,P036,1,0,123,2025-03-04
526,P008,1,0,456,2024-05-12
301,P037,1,0,548,2024-12-28
106,P002,1,1,343,2024-08-21
338,P023,1,0,287,2025-03-09
147,P057,1,0,160,2024-08-16
445,P015,1,0,212,2025-02-24
159,P002,1,1,275,2024-10-16
465,P012,1,0,316,2024-05-20
581,P026,1,1,111,2025-02-02
279,P036,1,0,129,2024-07-20
336,P023,1,0,491,2025-02-01
368,P047,1,0,440,2024-02-02
317,P089,1,0,267,2024-10-26
193,P080,1,0,294,2025-03-14
515,P009,1,0,345,2024-12-14
152,P066,1,1,461,2024-01-21
145,P064,1,1,588,2024-07-12
189,P039,1,1,197,2024-02-12
552,P022,1,0,583,2024-08-12
328,P040,1,0,283,2024-03-20
494,P064,1,0,234,2024-10-02
277,P055,1,0,211,2025-05-28
522,P050,1,1,271,2025-04-04
392,P098,1,0,179,2025-01-02
548,P038,1,1,388,2024-08-18
294,P098,1,0,438,2024-02-12
244,P089,1,0,187,2024-07-21
365,P056,1,1,282,2024-03-05
435,P002,1,0,357,2024-08-20
357,P044,1,1,330,2025-05-08
480,P035,1,0,103,2025-02-04
472,P036,1,0,338,2024-01-17
528,P005,1,1,235,2025-05-03
374,P010,1,0,447,2024-02-21
257,P063,1,1,430,2024-04-06
251,P029,1,0,527,2025-06-19
235,P036,1,0,478,2024-02-22
303,P094,1,0,94,2025-04-07
532,P084,1,0,435,2024-09-19
559,P054,1,0,144,2025-02-01
487,P030,1,0,576,2024-03-09
289,P085,1,0,99,2025-06-15
291,P067,1,1,594,2024-02-04
581,P008,1,0,473,2025-05-01
574,P090,1,0,600,2024-04-22
106,P100,1,1,325,2024-12-08
121,P090,1,0,585,2025-01-29
111,P038,1,0,382,2025-02-25
486,P055,1,0,355,2024-02-07
217,P091,1,0,464,2024-09-30
569,P055,1,1,531,2024-09-08
209,P004,1,0,504,2025-03-26
441,P028,1,0,424,2025-04-27
459,P016,1,1,148,2024-07-06
477,P024,1,0,430,2025-05-01
567,P074,1,1,297,2024-03-24
415,P003,1,1,472,2025-06-04
432,P065,1,0,346,2024-08-11
358,P098,1,0,57,2025-01-31
342,P097,1,0,596,2025-02-28
205,P039,1,1,183,2025-06-11
456,P080,1,1,503,2025-02-13
113,P095,1,0,340,2024-01-23
533,P086,1,1,319,2024-05-21
172,P016,1,1,476,2024-03-01
235,P083,1,1,442,2024-03-20
380,P052,1,1,463,2024-01-31
309,P051,1,0,201,2024-03-03
491,P009,1,0,176,2024-01-16
343,P025,1,1,191,2025-06-05
530,P079,1,0,590,2024-06-12
352,P016,1,1,167,2025-03-04
460,P042,1,0,248,2025-04-19
147,P059,1,1,16,2025-06-30
317,P040,1,1,278,2024-06-24
308,P076,1,0,171,2024-01-31
206,P092,1,1,558,2024-08-28
598,P012,1,1,253,2024-11-30
255,P088,1,1,29,2024-04-25
245,P046,1,1,438,2025-04-05
114,P049,1,1,193,2024-03-06
416,P044,1,1,459,2024-07-13
102,P048,1,0,553,2024-06-15
591,P035,1,0,584,2025-06-08
481,P100,1,0,261,2024-02-25
458,P019,1,1,87,2025-04-22
472,P069,1,0,434,2025-04-27
358,P001,1,0,395,2024-10-04
440,P029,1,1,126,2024-12-17
553,P083,1,1,63,2024-04-15
295,P084,1,0,155,2025-06-07
148,P043,1,0,214,2025-04-04
497,P006,1,0,497,2024-02-25
580,P077,1,0,432,2024-11-01
122,P058,1,0,218,2024-02-01
363,P081,1,1,42,2025-06-14
428,P009,1,0,173,2025-02-15
177,P068,1,0,434,2024-06-27
434,P099,1,0,316,2025-06-23
268,P097,1,0,29,2025-04-13
176,P067,1,1,357,2024-07-07
429,P083,1,0,292,2024-03-31
139,P054,1,1,12,2025-03-09
580,P076,1,1,125,2025-01-29
540,P015,1,0,493,2025-02-19
301,P017,1,0,580,2024-02-03
372,P018,1,0,255,2024-05-02
334,P008,1,1,189,2025-03-07
200,P087,1,0,297,2024-10-02
212,P042,1,1,400,2024-07-07
429,P033,1,0,544,2025-05-11
561,P001,1,0,192,2024-01-12
477,P096,1,0,156,2024-11-01
184,P085,1,0,230,2025-02-21
406,P003,1,1,102,2024-06-08
590,P029,1,0,382,2024-09-11
105,P024,1,1,282,2025-04-07
308,P091,1,0,265,2025-01-20
433,P098,1,0,10,2024-05-15
571,P097,1,0,258,2025-01-19
263,P018,1,1,325,2024-02-13
281,P046,1,0,445,2024-09-18
357,P097,1,0,555,2025-03-26
505,P048,1,0,26,2024-09-05
548,P052,1,1,288,2025-06-06
380,P019,1,0,370,2025-04-07
356,P032,1,1,388,2024-10-10
581,P092,1,0,430,2024-06-04
202,P017,1,0,448,2024-02-09
296,P052,1,0,551,2025-02-21
246,P075,1,0,142,2025-01-16
398,P040,1,1,506,2024-06-27
170,P096,1,0,272,2024-07-09
410,P068,1,0,198,2024-06-18
593,P053,1,1,141,2024-01-12
297,P054,1,0,84,2025-04-09
586,P073,1,1,427,2024-06-30
197,P045,1,0,168,2024-09-10
211,P042,1,1,498,2025-02-13
385,P066,1,0,517,2025-04-06
413,P024,1,0,454,2024-01-13
255,P016,1,0,270,2025-06-21
189,P007,1,1,267,2024-09-09
149,P042,1,0,550,2024-07-13
600,P098,1,1,96,2024-06-07
165,P052,1,0,40,2024-01-05
560,P009,1,0,314,2024-02-20
435,P085,1,1,487,2025-02-12
176,P079,1,1,78,2024-11-08
480,P084,1,1,242,2024-02-04
546,P037,1,1,587,2024-03-13
212,P039,1,0,27,2024-07-28
365,P074,1,0,339,2024-06-04
562,P082,1,1,491,2024-05-15
117,P076,1,1,563,2025-03-21
430,P042,1,1,402,2024-10-31
182,P096,1,1,148,2024-10-30
566,P002,1,0,164,2024-02-26
366,P024,1,0,354,2024-08-25
116,P073,1,0,446,2025-03-14
412,P014,1,1,277,2025-02-14
165,P073,1,1,44,2025-01-13
306,P069,1,0,14,2024-03-28
343,P085,1,0,261,2024-01-03
330,P079,1,0,428,2024-04-12
580,P068,1,0,595,2024-12-07
346,P020,1,1,307,2024-01-07
259,P032,1,0,512,2024-09-20
162,P091,1,0,335,2024-08-18
594,P010,1,1,208,2025-05-08
439,P080,1,0,424,2024-04-09
107,P007,1,0,511,2025-05-22
201,P083,1,0,85,2025-05-23
597,P045,1,0,241,2025-03-05
145,P097,1,1,193,2024-02-16
176,P089,1,0,82,2024-07-22
365,P062,1,0,225,2025-04-15
121,P025,1,0,198,2024-10-27
537,P040,1,0,469,2024-10-20
382,P078,1,0,287,2025-05-20
321,P004,1,0,557,2025-03-01
544,P017,1,0,332,2024-03-08
573,P001,1,1,491,2025-02-27
265,P010,1,1,83,2025-04-27
423,P005,1,1,580,2024-12-31
146,P062,1,1,254,2024-06-19
543,P069,1,1,365,2024-03-21
238,P046,1,0,207,2024-09-18
119,P078,1,0,581,2024-12-28
361,P001,1,0,364,2024-03-21
474,P095,1,0,338,2025-04-07
234,P035,1,1,411,2025-01-09
228,P078,1,1,129,2025-02-11
125,P083,1,0,494,2024-01-03
126,P037,1,0,261,2024-01-13
468,P040,1,0,329,2024-04-30
377,P036,1,0,264,2024-06-02
192,P011,1,1,34,2024-08-02
402,P049,1,0,174,2024-02-10
223,P066,1,0,567,2025-02-12
451,P036,1,1,31,2025-03-31
374,P070,1,0,165,2025-02-05
265,P021,1,1,356,2024-04-02
598,P049,1,0,457,2024-07-30
544,P027,1,1,252,2024-12-16
470,P054,1,0,214,2024-02-26
578,P025,1,1,489,2024-11-03
235,P003,1,1,529,2024-02-24
491,P099,1,0,509,2024-02-13
359,P093,1,1,581,2025-05-09
597,P006,1,1,182,2024-02-12
448,P092,1,0,104,2024-10-15
544,P029,1,0,104,2024-07-23
449,P019,1,0,397,2024-04-12
150,P043,1,1,292,2024-12-12
388,P007,1,0,176,2025-02-12
224,P024,1,1,132,2024-04-24
405,P084,1,0,43,2024-10-29
333,P088,1,1,172,2024-05-30
110,P041,1,0,491,2024-01-08
344,P062,1,0,382,2024-10-12
252,P062,1,1,68,2025-06-28
448,P087,1,0,211,2024-03-22
328,P097,1,0,306,2025-02-03
482,P010,1,1,596,2024-12-13
474,P032,1,1,288,2025-03-07
549,P063,1,0,427,2024-05-15
547,P053,1,0,264,2024-11-30
460,P098,1,1,394,2024-01-03
287,P030,1,0,151,2025-01-28
138,P095,1,1,318,2024-01-17
167,P048,1,0,578,2025-04-04
104,P028,1,0,539,2025-02-14
125,P043,1,0,412,2024-08-30
122,P051,1,0,254,2025-03-20
525,P002,1,0,55,2024-05-12
475,P068,1,1,99,2025-03-15
237,P002,1,1,568,2024-05-03
106,P028,1,1,54,2024-05-01
185,P008,1,1,252,2024-01-30
174,P047,1,0,33,2024-09-25
274,P021,1,1,214,2025-04-16
488,P048,1,1,488,2025-01-10
219,P015,1,1,201,2025-02-05
122,P007,1,1,556,2025-03-16
123,P018,1,0,367,2025-05-19
579,P038,1,1,339,2024-09-20
516,P035,1,1,150,2024-02-14
264,P037,1,1,580,2024-10-15
456,P037,1,0,240,2025-06-10
147,P016,1,1,26,2024-05-03
468,P071,1,1,408,2024-12-22
423,P045,1,1,226,2024-10-17
554,P037,1,0,417,2025-02-19
181,P022,1,1,389,2024-06-01
164,P064,1,1,516,2024-02-23
262,P090,1,0,399,2024-01-13
221,P053,1,0,440,2024-05-22
259,P070,1,0,41,2025-04-03
106,P038,1,0,167,2025-03-07
562,P052,1,0,144,2024-07-20
281,P009,1,0,526,2025-01-08
114,P010,1,0,213,2024-01-05
135,P057,1,0,102,2025-03-09
355,P013,1,0,443,2024-02-25
278,P068,1,0,595,2024-03-04
292,P017,1,0,271,2024-11-05
139,P027,1,0,344,2024-11-10
327,P073,1,0,67,2025-01-19
596,P034,1,1,384,2024-08-06
150,P088,1,0,488,2024-02-25
264,P093,1,0,136,2024-03-22
489,P083,1,1,599,2025-06-28
304,P056,1,1,317,2025-02-18
398,P028,1,0,348,2025-02-01
554,P016,1,1,250,2024-07-18
552,P042,1,1,516,2024-09-27
422,P086,1,1,481,2025-02-09
381,P001,1,0,489,2024-02-20
496,P024,1,0,499,2025-04-30
511,P094,1,0,565,2024-09-28
226,P001,1,1,112,2024-07-09
184,P004,1,1,378,2025-03-18
351,P031,1,0,204,2024-05-27
454,P091,1,1,500,2024-08-05
503,P088,1,0,225,2025-02-18
249,P034,1,0,200,2024-05-16
265,P031,1,0,414,2025-04-16
293,P080,1,1,201,2024-09-21
185,P057,1,0,252,2024-06-12
215,P093,1,1,356,2024-05-24
124,P018,1,0,196,2024-01-23
395,P013,1,0,10,2024-03-07
317,P079,1,0,243,2024-06-28
365,P036,1,0,151,2024-08-05
593,P039,1,0,82,2025-06-21
177,P078,1,0,504,2024-12-05
520,P042,1,0,346,2024-10-02
454,P044,1,0,408,2024-02-28
569,P057,1,0,456,2024-03-12
204,P071,1,0,137,2024-01-31
102,P092,1,0,301,2024-09-08
210,P087,1,0,198,2025-03-18
421,P093,1,0,141,2025-05-19
331,P060,1,0,233,2024-07-27
581,P010,1,0,528,2024-02-04
589,P051,1,0,315,2025-05-04
115,P057,1,0,222,2025-01-05
127,P031,1,0,45,2024-12-09
415,P041,1,0,525,2024-11-07
170,P081,1,0,96,2024-02-08
428,P061,1,1,314,2024-02-24
168,P064,1,0,28,2025-03-20
343,P098,1,0,528,2024-06-20
320,P059,1,0,151,2025-01-15
392,P001,1,0,173,2024-01-15
532,P006,1,0,424,2024-07-14
513,P066,1,1,375,2025-02-17
553,P034,1,0,82,2024-10-16
394,P058,1,0,332,2025-05-12
431,P076,1,0,116,2025-06-19
574,P028,1,1,594,2025-05-11
484,P074,1,1,294,2024-03-20
232,P077,1,1,528,2025-03-13
118,P076,1,1,332,2024-11-17
108,P037,1,1,222,2024-05-26
522,P054,1,0,313,2024-08-09
166,P017,1,1,237,2024-09-20
558,P049,1,0,143,2024-04-13
181,P092,1,1,556,2024-03-17
439,P014,1,0,305,2024-12-13
217,P033,1,0,14,2024-03-15
194,P088,1,0,457,2024-06-16
171,P025,1,1,553,2024-11-07
581,P064,1,0,186,2024-06-14
275,P051,1,1,482,2025-05-31
457,P063,1,0,535,2025-05-28
370,P019,1,0,219,2025-04-06
370,P083,1,1,504,2024-02-29
269,P085,1,1,307,2024-03-10
299,P067,1,0,403,2024-03-19
475,P026,1,1,271,2025-01-13
306,P040,1,0,598,2024-10-04
301,P004,1,1,342,2025-06-11
320,P088,1,0,285,2025-01-31
199,P087,1,1,257,2024-01-04
539,P080,1,0,167,2024-07-25
303,P016,1,0,566,2024-03-01
394,P019,1,0,95,2025-01-28
306,P017,1,0,111,2025-03-04
266,P046,1,0,470,2025-06-02
309,P036,1,0,521,2025-06-19
585,P052,1,0,345,2025-01-02
555,P064,1,0,112,2024-06-25
231,P061,1,0,291,2024-01-06
104,P007,1,0,546,2025-04-02
273,P067,1,0,553,2024-05-15
250,P088,1,0,375,2024-03-14
313,P049,1,0,271,2024-11-28
155,P020,1,0,272,2024-11-05
234,P009,1,1,493,2024-10-30
103,P019,1,0,216,2025-06-25
309,P069,1,0,27,2025-06-08
498,P030,1,0,491,2024-02-12
474,P009,1,0,30,2024-09-08
310,P025,1,0,315,2024-10-01
179,P028,1,1,431,2024-03-03
189,P006,1,1,350,2024-02-19
377,P079,1,1,557,2024-08-16
116,P078,1,0,80,2024-08-05
238,P086,1,1,22,2025-03-19
427,P009,1,1,497,2025-05-11
545,P074,1,0,148,2024-10-06
273,P020,1,1,285,2024-04-22
208,P047,1,0,286,2025-06-23
107,P039,1,0,53,2025-04-20
205,P046,1,0,513,2024-11-02
361,P002,1,1,339,2025-05-25
428,P082,1,0,596,2024-09-14
447,P003,1,0,571,2024-02-16
172,P085,1,0,11,2024-06-21
468,P079,1,0,286,2024-05-30
434,P006,1,0,102,2024-12-28
567,P068,1,1,153,2024-12-06
367,P036,1,1,27,2025-04-24
198,P040,1,0,51,2024-08-20
150,P073,1,1,460,2025-04-15
342,P037,1,1,457,2025-04-16
286,P079,1,0,126,2024-11-12
135,P066,1,0,283,2025-06-19
470,P021,1,0,13,2025-05-27
368,P097,1,1,142,2024-11-23
503,P083,1,1,415,2025-06-10
513,P036,1,0,594,2025-03-06
182,P032,1,1,235,2024-06-21
598,P055,1,0,379,2025-01-20
467,P080,1,0,179,2025-04-15
316,P062,1,0,538,2024-08-02
151,P057,1,0,12,2025-01-28
307,P024,1,1,228,2024-03-29
291,P012,1,1,102,2025-04-24
377,P065,1,0,311,2024-05-30
554,P049,1,0,358,2024-11-15
313,P080,1,1,33,2025-03-06
576,P020,1,0,146,2025-04-16
472,P019,1,0,495,2024-05-01
331,P080,1,1,37,2024-06-04
553,P022,1,0,492,2024-02-27
119,P091,1,0,333,2024-10-06
547,P092,1,1,468,2024-02-26
444,P071,1,0,487,2025-04-02
398,P042,1,1,275,2024-03-13
422,P057,1,0,518,2024-11-17
261,P026,1,1,547,2024-03-20
520,P070,1,1,50,2025-04-08
484,P027,1,0,536,2024-03-08
281,P075,1,0,338,2025-05-20
409,P008,1,1,319,2025-01-13
362,P078,1,1,409,2024-06-20
308,P071,1,0,527,2024-09-26
382,P066,1,0,430,2024-07-29
369,P003,1,0,27,2025-05-05
305,P011,1,0,253,2025-02-12
449,P014,1,0,127,2024-01-29
424,P043,1,1,100,2024-04-12
180,P073,1,1,562,2025-06-19
430,P050,1,1,110,2025-06-07
493,P018,1,0,510,2024-01-08
569,P052,1,0,47,2024-05-01
125,P059,1,1,145,2024-08-12
347,P100,1,0,578,2024-05-27
299,P071,1,1,246,2024-08-17
241,P091,1,1,457,2024-11-07
412,P059,1,0,258,2024-11-19
123,P054,1,0,345,2025-04-16
362,P079,1,0,541,2024-08-18
599,P025,1,0,372,2025-04-01
107,P063,1,0,251,2024-04-13
493,P022,1,1,233,2024-04-12
266,P043,1,0,53,2024-11-21
326,P087,1,0,376,2024-05-10
430,P012,1,1,499,2024-08-15
365,P036,1,1,296,2024-09-26
123,P040,1,0,531,2024-08-02
154,P010,1,0,75,2024-11-11
555,P062,1,0,114,2024-06-05
580,P030,1,1,340,2024-02-20
202,P052,1,1,464,2024-04-26
267,P081,1,0,556,2024-03-17
481,P005,1,1,458,2025-04-06
417,P058,1,1,64,2024-05-25
219,P082,1,0,283,2024-12-31
319,P066,1,0,279,2025-02-25
600,P061,1,1,310,2024-01-26
569,P098,1,0,443,2025-03-13
589,P039,1,0,77,2025-03-18
212,P018,1,1,336,2025-05-06
212,P098,1,0,528,2024-08-01
545,P016,1,0,520,2025-01-09
332,P091,1,0,160,2025-03-25
220,P014,1,1,412,2024-08-01
464,P005,1,0,588,2024-03-31
270,P072,1,0,321,2024-06-16
521,P030,1,0,189,2024-11-03
147,P049,1,1,391,2024-03-11
382,P045,1,1,270,2024-09-10
399,P056,1,0,34,2025-04-22
567,P027,1,0,308,2025-01-28
534,P061,1,1,270,2025-02-02
191,P094,1,0,363,2024-12-31
379,P037,1,1,94,2025-05-13
238,P095,1,1,127,2025-03-10
133,P057,1,0,354,2024-01-14
586,P021,1,0,88,2025-06-09
441,P013,1,0,588,2024-03-14
431,P037,1,0,243,2024-11-03
529,P036,1,1,501,2025-01-30
458,P008,1,1,271,2024-07-27
456,P063,1,0,304,2024-01-27
477,P017,1,1,138,2025-02-18
248,P086,1,1,257,2024-07-25
495,P004,1,0,444,2024-12-22
597,P096,1,0,598,2025-01-28
463,P024,1,0,581,2024-07-12
313,P049,1,0,480,2024-05-06
408,P096,1,0,435,2025-02-27
323,P010,1,0,152,2024-11-16
483,P051,1,0,294,2024-06-27
516,P005,1,0,141,2024-05-16
449,P090,1,0,285,2024-02-10
138,P027,1,1,458,2025-03-09
384,P029,1,0,509,2025-01-01
417,P095,1,0,106,2025-04-30
543,P058,1,1,83,2024-12-01
177,P082,1,0,292,2025-02-17
162,P036,1,0,37,2024-06-17
209,P032,1,0,74,2025-04-13
256,P051,1,0,454,2024-11-10
172,P049,1,0,122,2025-01-27
227,P063,1,0,398,2024-08-11
135,P073,1,1,375,2025-01-25
558,P079,1,1,352,2024-12-30
399,P098,1,0,197,2025-05-12
451,P057,1,0,279,2024-04-04
253,P078,1,0,36,2024-08-09
575,P071,1,0,12,2024-07-02
481,P043,1,0,75,2024-08-01
526,P035,1,0,271,2025-02-12
347,P019,1,0,556,2024-08-22
394,P001,1,0,490,2024-09-03
590,P030,1,0,268,2025-01-04
242,P049,1,1,95,2025-01-17
452,P062,1,0,212,2024-06-01
